gain	loss	cert	gamble	outcome	cond	subjID
8	-4	0	0	0	0	3
10	-17.5	0	0	0	0	3
5	-3.75	0	0	0	0	3
6	-10.5	0	0	0	0	3
13	0	5	1	13	0	3
10	-16.25	0	0	0	0	3
5	-7.5	0	0	0	0	3
2	-1.75	0	0	0	0	3
5	-9.38	0	0	0	0	3
2	-2.75	0	0	0	0	3
2	-0.75	0	1	-0.75	0	3
5	-8.13	0	0	0	0	3
9	-11.25	0	0	0	0	3
8	-13	0	0	0	0	3
9	-16.88	0	0	0	0	3
2	-2	0	0	0	0	3
12	-18	0	0	0	0	3
8	-2	0	1	-2	0	3
2	-3	0	0	0	0	3
6	-4.5	0	0	0	0	3
5	0	2	1	5	0	3
12	-19.5	0	0	0	0	3
9	-15.75	0	0	0	0	3
8	-6	0	0	0	0	3
10	-2.5	0	1	-2.5	0	3
9	-6.75	0	0	0	0	3
6	-6.75	0	0	0	0	3
2	-3.75	0	0	0	0	3
10	-5	0	0	0	0	3
2	-2.25	0	0	0	0	3
26	0	12	0	12	0	3
12	-13.5	0	0	0	0	3
8	-5	0	0	0	0	3
6	-3	0	0	0	0	3
10	-3.75	0	0	0	0	3
12	-10.5	0	0	0	0	3
4	-5	0	0	0	0	3
9	-2.25	0	0	0	0	3
4	-3	0	0	0	0	3
9	-10.13	0	0	0	0	3
28	0	13	0	13	0	3
22	0	10	0	10	0	3
10	-10	0	0	0	0	3
4	-1	0	0	0	0	3
4	-2.5	0	0	0	0	3
12	-24	0	0	0	0	3
8	-12	0	0	0	0	3
3	0	1	1	0	0	3
9	-12.38	0	0	0	0	3
23	0	10	0	10	0	3
4	-3.5	0	0	0	0	3
4	-1.5	0	0	0	0	3
8	-10	0	0	0	0	3
8	-14	0	0	0	0	3
4	-6	0	0	0	0	3
25	0	10	0	10	0	3
12	-16.5	0	0	0	0	3
12	-12	0	0	0	0	3
5	-2.5	0	0	0	0	3
5	-8.75	0	0	0	0	3
12	-4.5	0	0	0	0	3
12	-15	0	0	0	0	3
5	-3.13	0	0	0	0	3
12	-21	0	0	0	0	3
5	-4.38	0	0	0	0	3
6	-11.25	0	0	0	0	3
30	0	12	0	12	0	3
6	-1.5	0	1	6	0	3
12	0	6	0	6	0	3
4	-2	0	0	0	0	3
10	-15	0	0	0	0	3
6	-2.25	0	0	0	0	3
10	-20	0	0	0	0	3
6	-5.25	0	0	0	0	3
5	-6.25	0	0	0	0	3
6	-8.25	0	0	0	0	3
4	-4.5	0	1	-4.5	0	4
10	-12.5	0	0	0	0	4
26	0	12	1	26	0	4
6	-7.5	0	1	-7.5	0	4
4	-6.5	0	0	0	0	4
12	-4.5	0	1	-4.5	0	4
5	-2.5	0	1	5	0	4
6	-12	0	0	0	0	4
9	-14.63	0	1	9	0	4
6	-6	0	0	0	0	4
22	0	10	1	22	0	4
2	-1	0	1	2	0	4
8	-3	0	1	8	0	4
12	-9	0	0	0	0	4
5	-3.75	0	1	5	0	4
6	-3	0	1	6	0	4
4	0	2	0	2	0	4
28	0	13	1	28	0	4
12	-15	0	0	0	0	4
9	-11.25	0	0	0	0	4
12	-10.5	0	1	12	0	4
5	-1.88	0	1	5	0	4
2	-2.75	0	0	0	0	4
4	-7	0	0	0	0	4
8	-4	0	1	8	0	4
2	0	1	1	0	0	4
2	-3.5	0	0	0	0	4
2	-1.75	0	1	2	0	4
5	-5	0	0	0	0	4
12	-12	0	1	12	0	4
12	0	6	1	12	0	4
6	-4.5	0	0	0	0	4
30	0	12	0	12	0	4
12	-16.5	0	0	0	0	4
6	-9.75	0	1	6	0	4
12	-22.5	0	0	0	0	4
6	-9	0	1	-9	0	4
5	-3.13	0	0	0	0	4
5	-9.38	0	0	0	0	4
12	-7.5	0	1	-7.5	0	4
5	0	2	1	5	0	4
10	-15	0	0	0	0	4
12	-3	0	1	-3	0	4
13	0	6	0	6	0	4
9	-16.88	0	0	0	0	4
6	-11.25	0	0	0	0	4
8	-5	0	1	8	0	4
8	-14	0	0	0	0	4
12	-24	0	1	-24	0	4
12	0	5	1	12	0	4
9	-13.5	0	0	0	0	4
6	-1.5	0	1	6	0	4
2	-3	0	0	0	0	4
10	-2.5	0	1	-2.5	0	4
2	-0.75	0	0	0	0	4
6	-10.5	0	0	0	0	4
2	-0.5	0	1	2	0	4
10	-10	0	0	0	0	4
8	-10	0	1	-10	0	4
9	-12.38	0	0	0	0	4
4	-6	0	0	0	0	4
6	-2.25	0	1	6	0	4
9	-15.75	0	0	0	0	4
12	-13.5	0	0	0	0	4
8	-6	0	0	0	0	4
10	-18.75	0	0	0	0	4
4	-2	0	0	0	0	4
5	-1.25	0	1	-1.25	0	4
6	-5.25	0	0	0	0	4
4	-8	0	1	4	0	4
25	0	9	1	25	0	4
2	-3.25	0	0	0	0	4
10	-11.25	0	1	-11.25	0	4
4	-7.5	0	0	0	0	4
9	-5.63	0	1	-5.63	0	4
6	-6.75	0	0	0	0	4
8	-2	0	1	-2	0	4
5	-6.25	0	0	0	0	4
23	0	10	0	10	0	4
8	-13	0	0	0	0	4
10	-13.75	0	0	0	0	4
5	-10	0	1	5	0	4
12	0	4	1	12	0	4
2	-2.5	0	0	0	0	4
19	0	8	1	19	0	4
4	-4	0	0	0	0	4
4	-1	0	1	-1	0	4
4	-2.5	0	1	-2.5	0	4
5	-8.13	0	0	0	0	4
10	-3.75	0	1	10	0	4
5	-8.75	0	0	0	0	4
10	-7.5	0	1	-7.5	0	4
10	-5	0	1	-5	0	4
10	-20	0	0	0	0	4
13	0	5	0	5	0	4
8	-9	0	0	0	0	4
8	-12	0	0	0	0	4
10	-16.25	0	0	0	0	4
5	-6.88	0	1	5	0	4
4	-5.5	0	0	0	0	4
5	-7.5	0	0	0	0	4
9	-10.13	0	0	0	0	4
6	-8.25	0	0	0	0	4
26	0	10	0	10	0	4
4	-5	0	0	0	0	4
2	-2.25	0	1	2	0	4
6	-3.75	0	1	-3.75	0	4
8	-8	0	1	8	0	4
9	-6.75	0	0	0	0	4
8	-15	0	1	-15	0	4
12	-6	0	1	-6	0	4
25	0	10	0	10	0	4
12	-19.5	0	0	0	0	4
9	-7.88	0	0	0	0	4
4	-1.5	0	1	4	0	4
8	-7	0	0	0	0	4
12	-18	0	1	-18	0	4
2	-2	0	1	2	0	4
9	-18	0	0	0	0	4
2	-1.25	0	0	0	0	4
8	-16	0	0	0	0	4
5	-4.38	0	0	0	0	4
2	-4	0	0	0	0	4
5	-5.63	0	0	0	0	4
8	0	3	1	0	0	4
10	-17.5	0	0	0	0	4
8	-11	0	0	0	0	4
2	-1.5	0	1	2	0	4
4	-3.5	0	0	0	0	4
2	-3.75	0	0	0	0	4
3	0	1	1	0	0	4
12	-21	0	0	0	0	4
10	-8.75	0	0	0	0	4
9	-9	0	1	-9	0	4
4	-3	0	0	0	0	4
7	0	3	1	7	0	4
9	-3.38	0	1	-3.38	0	4
9	-2.25	0	1	-2.25	0	4
10	-6.25	0	0	0	0	4
9	-4.5	0	1	-4.5	0	4
9	-6.75	0	1	-6.75	0	6
6	-6.75	0	1	-6.75	0	6
6	-3	0	1	6	0	6
2	-1.5	0	1	2	0	6
4	-3	0	1	4	0	6
5	-6.88	0	0	0	0	6
12	-9	0	0	0	0	6
4	-5	0	0	0	0	6
5	-7.5	0	0	0	0	6
4	-4	0	1	-4	0	6
9	-5.63	0	1	-5.63	0	6
9	-14.63	0	0	0	0	6
5	-9.38	0	0	0	0	6
6	-4.5	0	1	6	0	6
8	-7	0	1	-7	0	6
10	-16.25	0	0	0	0	6
10	-17.5	0	0	0	0	6
9	-16.88	0	0	0	0	6
8	-5	0	1	8	0	6
6	-1.5	0	1	6	0	6
12	-18	0	0	0	0	6
5	-6.25	0	0	0	0	6
8	-4	0	1	8	0	6
9	-15.75	0	0	0	0	6
9	-13.5	0	0	0	0	6
5	-8.13	0	0	0	0	6
2	0	1	1	0	0	6
2	-3.75	0	1	-3.75	0	6
4	-6.5	0	0	0	0	6
10	-5	0	1	-5	0	6
12	-22.5	0	0	0	0	6
2	-1	0	1	2	0	6
13	0	6	0	6	0	6
5	-2.5	0	1	5	0	6
2	-0.5	0	1	2	0	6
2	-3.25	0	0	0	0	6
30	0	12	1	0	0	6
8	-8	0	0	0	0	6
4	-5.5	0	0	0	0	6
23	0	10	1	0	0	6
4	-3.5	0	1	4	0	6
5	0	2	1	5	0	6
8	0	3	1	0	0	6
9	-10.13	0	0	0	0	6
8	-16	0	0	0	0	6
12	-24	0	0	0	0	6
9	-3.38	0	1	-3.38	0	6
6	-5.25	0	0	0	0	6
2	-4	0	0	0	0	6
4	-1	0	1	-1	0	6
6	-11.25	0	0	0	0	6
5	-4.38	0	1	-4.38	0	6
6	-2.25	0	1	6	0	6
12	-10.5	0	0	0	0	6
9	-18	0	0	0	0	6
10	-20	0	0	0	0	6
4	-4.5	0	1	-4.5	0	6
9	-2.25	0	1	-2.25	0	6
4	-6	0	0	0	0	6
8	-10	0	0	0	0	6
5	-5	0	1	-5	0	6
5	-8.75	0	0	0	0	6
8	-6	0	1	-6	0	6
10	-13.75	0	0	0	0	6
2	-2.5	0	1	2	0	6
8	-11	0	0	0	0	6
4	-2	0	1	4	0	6
10	-7.5	0	1	-7.5	0	6
22	0	10	0	10	0	6
25	0	10	1	0	0	6
6	-9.75	0	0	0	0	6
12	0	5	0	5	0	6
4	-2.5	0	1	-2.5	0	6
8	-3	0	1	8	0	6
10	-11.25	0	0	0	0	6
5	-10	0	0	0	0	6
10	-15	0	0	0	0	6
2	-3.5	0	1	-3.5	0	6
12	0	4	1	12	0	6
13	0	5	0	5	0	6
5	-3.75	0	1	5	0	6
26	0	12	1	26	0	6
5	-5.63	0	1	-5.63	0	6
8	-2	0	1	-2	0	6
2	-3	0	1	-3	0	6
6	-9	0	0	0	0	6
9	-7.88	0	1	-7.88	0	6
8	-14	0	0	0	0	6
28	0	13	0	13	0	6
9	-12.38	0	0	0	0	6
8	-15	0	0	0	0	6
10	-2.5	0	1	-2.5	0	6
4	0	2	1	4	0	6
12	-6	0	1	-6	0	6
12	-16.5	0	0	0	0	6
4	-7.5	0	0	0	0	6
10	-8.75	0	1	-8.75	0	6
10	-18.75	0	0	0	0	6
26	0	10	1	0	0	6
12	-21	0	0	0	0	6
2	-0.75	0	1	-0.75	0	6
9	-9	0	1	-9	0	6
10	-6.25	0	1	10	0	6
8	-12	0	0	0	0	6
3	0	1	1	0	0	6
5	-1.88	0	1	5	0	6
6	-7.5	0	0	0	0	6
12	-13.5	0	1	12	0	6
4	-7	0	0	0	0	6
6	-8.25	0	0	0	0	6
6	-12	0	0	0	0	6
6	-10.5	0	0	0	0	6
4	-8	0	0	0	0	6
6	-6	0	1	-6	0	6
12	0	6	0	6	0	6
12	-19.5	0	0	0	0	6
19	0	8	1	19	0	6
12	-15	0	0	0	0	6
2	-1.75	0	1	2	0	6
6	-3.75	0	1	-3.75	0	6
2	-1.25	0	1	2	0	6
5	-1.25	0	1	-1.25	0	6
4	-1.5	0	1	4	0	6
8	-13	0	0	0	0	6
12	-7.5	0	1	-7.5	0	6
12	-3	0	1	-3	0	6
2	-2.75	0	1	2	0	6
7	0	3	1	7	0	6
25	0	9	1	25	0	6
2	-2	0	1	2	0	6
12	-4.5	0	1	-4.5	0	6
12	-12	0	0	0	0	6
5	-3.13	0	1	5	0	6
9	-11.25	0	0	0	0	6
8	-9	0	0	0	0	6
2	-2.25	0	1	2	0	6
9	-4.5	0	1	-4.5	0	6
10	-3.75	0	1	10	0	6
10	-10	0	0	0	0	6
10	-12.5	0	0	0	0	6
2	-2.5	0	1	2	0	7
5	-5.63	0	0	0	0	7
6	-7.5	0	0	0	0	7
26	0	10	1	0	0	7
9	-4.5	0	1	-4.5	0	7
2	-1.25	0	1	2	0	7
8	-3	0	1	8	0	7
25	0	9	1	25	0	7
4	-4.5	0	1	-4.5	0	7
5	-10	0	0	0	0	7
6	-9	0	0	0	0	7
10	-6.25	0	0	0	0	7
4	-4	0	1	-4	0	7
12	-3	0	1	-3	0	7
5	-5	0	0	0	0	7
12	0	5	1	12	0	7
6	-9.75	0	0	0	0	7
19	0	8	1	19	0	7
4	-7.5	0	0	0	0	7
12	-9	0	0	0	0	7
4	-6.5	0	0	0	0	7
9	-5.63	0	1	-5.63	0	7
9	-18	0	0	0	0	7
10	-11.25	0	0	0	0	7
10	-13.75	0	0	0	0	7
6	-12	0	0	0	0	7
10	-12.5	0	0	0	0	7
4	-7	0	0	0	0	7
10	-7.5	0	0	0	0	7
4	-8	0	0	0	0	7
8	-11	0	0	0	0	7
12	0	4	1	12	0	7
9	-3.38	0	1	-3.38	0	7
10	-18.75	0	0	0	0	7
2	-3.5	0	0	0	0	7
2	-1	0	1	2	0	7
2	-3.25	0	0	0	0	7
2	0	1	1	0	0	7
7	0	3	1	7	0	7
8	0	3	1	0	0	7
12	-6	0	1	-6	0	7
2	-0.5	0	1	2	0	7
9	-7.88	0	0	0	0	7
8	-15	0	0	0	0	7
2	-1.5	0	1	2	0	7
12	-22.5	0	0	0	0	7
8	-7	0	1	-7	0	7
4	-5.5	0	0	0	0	7
10	-8.75	0	0	0	0	7
8	-9	0	0	0	0	7
2	-4	0	0	0	0	7
4	0	2	1	4	0	7
8	-8	0	0	0	0	7
9	-13.5	0	0	0	0	7
9	-9	0	0	0	0	7
6	-3.75	0	1	-3.75	0	7
13	0	6	0	6	0	7
5	-1.88	0	1	5	0	7
6	-6	0	0	0	0	7
5	-6.88	0	0	0	0	7
8	-16	0	0	0	0	7
12	-7.5	0	1	-7.5	0	7
5	-1.25	0	1	-1.25	0	7
9	-14.63	0	0	0	0	7
8	-4	0	1	8	0	7
10	-17.5	0	0	0	0	7
5	-3.75	0	1	5	0	7
6	-10.5	0	0	0	0	7
13	0	5	1	13	0	7
10	-16.25	0	0	0	0	7
5	-7.5	0	0	0	0	7
2	-1.75	0	1	2	0	7
5	-9.38	0	0	0	0	7
2	-2.75	0	0	0	0	7
2	-0.75	0	1	-0.75	0	7
5	-8.13	0	0	0	0	7
9	-11.25	0	0	0	0	7
8	-13	0	0	0	0	7
9	-16.88	0	0	0	0	7
2	-2	0	0	0	0	7
12	-18	0	0	0	0	7
8	-2	0	1	-2	0	7
2	-3	0	0	0	0	7
6	-4.5	0	1	6	0	7
5	0	2	1	5	0	7
12	-19.5	0	0	0	0	7
9	-15.75	0	0	0	0	7
8	-6	0	0	0	0	7
10	-2.5	0	1	-2.5	0	7
9	-6.75	0	0	0	0	7
6	-6.75	0	0	0	0	7
2	-3.75	0	0	0	0	7
10	-5	0	1	-5	0	7
2	-2.25	0	0	0	0	7
26	0	12	1	26	0	7
12	-13.5	0	0	0	0	7
8	-5	0	0	0	0	7
6	-3	0	1	6	0	7
10	-3.75	0	1	10	0	7
12	-10.5	0	0	0	0	7
4	-5	0	0	0	0	7
9	-2.25	0	1	-2.25	0	7
4	-3	0	0	0	0	7
9	-10.13	0	0	0	0	7
28	0	13	0	13	0	7
22	0	10	1	22	0	7
10	-10	0	0	0	0	7
4	-1	0	1	-1	0	7
4	-2.5	0	0	0	0	7
12	-24	0	0	0	0	7
8	-12	0	0	0	0	7
3	0	1	1	0	0	7
9	-12.38	0	0	0	0	7
23	0	10	1	0	0	7
4	-3.5	0	0	0	0	7
4	-1.5	0	1	4	0	7
8	-10	0	0	0	0	7
8	-14	0	0	0	0	7
4	-6	0	0	0	0	7
25	0	10	1	0	0	7
12	-16.5	0	0	0	0	7
12	-12	0	0	0	0	7
5	-2.5	0	1	5	0	7
5	-8.75	0	0	0	0	7
12	-4.5	0	1	-4.5	0	7
12	-15	0	0	0	0	7
5	-3.13	0	0	0	0	7
12	-21	0	1	12	0	7
5	-4.38	0	0	0	0	7
6	-11.25	0	0	0	0	7
30	0	12	1	0	0	7
6	-1.5	0	1	6	0	7
12	0	6	1	12	0	7
4	-2	0	1	4	0	7
10	-15	0	0	0	0	7
6	-2.25	0	1	6	0	7
10	-20	0	0	0	0	7
6	-5.25	0	0	0	0	7
5	-6.25	0	0	0	0	7
6	-8.25	0	0	0	0	7
