subjID	trial_number	gamble_cha	RT	cert	gain	loss	type_cha	trial_payoff	outcome	happy	RT_happy	gamble	type
1	1	safe	1935	40	0	88	loss	0	-40	0	689	0	-1
1	2	safe	5581	0	103	198	mixed	0	0	0	689	0	0
1	3	safe	5871	56	0	116	loss	0	-56	0	689	0	-1
1	4	safe	3932	0	61	124	mixed	0	0	-1	3353	0	0
1	5	risky	3838	0	60	48	mixed	0	60	-1	3353	1	0
1	6	risky	1228	0	304	302	mixed	0	-302	-1	3353	1	0
1	7	safe	2443	76	0	255	loss	0	-76	-1	1064	0	-1
1	8	safe	1024	96	197	0	gain	0	96	-1	1064	0	1
1	9	safe	1107	60	190	0	gain	0	60	1	692	0	1
1	10	safe	1546	80	254	0	gain	0	80	1	692	0	1
1	11	safe	3902	37	0	70	loss	0	-37	1	944	0	-1
1	12	risky	1349	0	158	79	mixed	0	158	1	944	1	0
1	13	safe	794	116	0	598	loss	0	-116	2	811	0	-1
1	14	safe	1330	60	0	144	loss	0	-60	2	811	0	-1
1	15	risky	1210	81	228	0	gain	0	0	0	411	1	1
1	16	risky	1138	0	303	247	mixed	0	303	0	411	1	0
1	17	risky	996	81	148	0	gain	0	0	1	600	1	1
1	18	risky	3145	0	101	50	mixed	0	-50	1	600	1	0
1	19	risky	138	82	335	0	gain	0	0	1	600	1	1
1	20	risky	3909	104	0	182	loss	0	0	-1	1103	1	-1
1	21	safe	1575	0	301	449	mixed	0	0	-1	1103	0	0
1	22	safe	2616	36	74	0	gain	0	36	1	756	0	1
1	23	risky	2635	59	0	106	loss	0	0	1	756	1	-1
1	24	risky	3355	0	102	41	mixed	0	-41	1	756	1	0
1	25	safe	1038	101	0	419	loss	0	-101	-1	955	0	-1
1	26	safe	893	83	0	284	loss	0	-83	-1	955	0	-1
1	27	risky	636	39	197	0	gain	0	197	-1	955	1	1
1	28	safe	139	100	0	503	loss	0	-100	1	629	0	-1
1	29	risky	333	103	357	0	gain	0	0	1	629	1	1
1	30	safe	636	117	220	0	gain	0	117	-1	611	0	1
1	31	risky	1001	64	0	101	loss	0	0	-1	611	1	-1
1	32	safe	2614	99	182	0	gain	0	99	1	503	0	1
1	33	safe	596	97	0	281	loss	0	-97	1	503	0	-1
1	34	risky	96	77	401	0	gain	0	0	0	589	1	1
1	35	safe	215	98	0	222	loss	0	-98	0	589	0	-1
1	36	risky	920	0	58	15	mixed	0	-15	-1	490	1	0
1	37	safe	537	40	0	143	loss	0	-40	-1	490	0	-1
1	38	risky	1164	0	223	113	mixed	0	-113	-1	939	1	0
1	39	risky	3247	124	268	0	gain	0	268	-1	939	1	1
1	40	risky	42	0	63	16	mixed	0	-16	-1	939	1	0
1	41	risky	131	96	225	0	gain	0	0	-1	667	1	1
1	42	risky	920	0	223	149	mixed	0	-149	-1	667	1	0
1	43	risky	612	0	104	28	mixed	0	-28	-1	667	1	0
1	44	risky	3925	77	0	133	loss	0	-133	-2	639	1	-1
1	45	safe	1912	64	0	136	loss	0	-64	-2	639	0	-1
1	46	safe	162	120	0	433	loss	0	-120	-2	639	0	-1
1	47	risky	369	104	319	0	gain	0	0	-2	641	1	1
1	48	risky	1531	43	0	77	loss	0	0	-2	641	1	-1
1	49	risky	640	0	61	40	mixed	0	-40	-1	772	1	0
1	50	risky	635	0	160	131	mixed	0	-131	-1	772	1	0
1	51	risky	41	58	151	0	gain	0	151	-1	772	1	1
1	52	risky	305	0	304	201	mixed	0	304	-2	684	1	0
1	53	safe	2651	78	0	178	loss	0	-78	-2	684	0	-1
1	54	risky	239	0	304	153	mixed	0	-153	0	248	1	0
1	55	risky	805	116	0	200	loss	0	0	0	248	1	-1
1	56	risky	222	0	59	34	mixed	0	-34	0	463	1	0
1	57	safe	338	80	0	336	loss	0	-80	0	463	0	-1
1	58	risky	248	62	252	0	gain	0	0	0	1483	1	1
1	59	safe	216	80	0	162	loss	0	-80	0	1483	0	-1
1	60	risky	538	0	97	19	mixed	0	97	0	1129	1	0
1	61	safe	351	0	102	120	mixed	0	0	0	1129	0	0
1	62	risky	2484	119	381	0	gain	0	381	0	262	1	1
1	63	safe	217	123	0	383	loss	0	-123	0	262	0	-1
1	64	risky	18	117	298	0	gain	0	298	0	1059	1	1
1	65	safe	71	0	98	154	mixed	0	0	0	1059	0	0
1	66	safe	373	83	0	221	loss	0	-83	2	753	0	-1
1	67	risky	619	62	217	0	gain	0	217	2	753	1	1
1	68	safe	1612	0	61	58	mixed	0	0	2	753	0	0
1	69	risky	34	37	84	0	gain	0	0	1	874	1	1
1	70	safe	134	100	0	252	loss	0	-100	1	874	0	-1
1	71	safe	714	99	169	0	gain	0	99	1	874	0	1
1	72	safe	828	0	217	179	mixed	0	0	0	3052	0	0
1	73	safe	88	0	297	364	mixed	0	0	0	3052	0	0
1	74	risky	558	41	171	0	gain	0	171	0	3052	1	1
1	75	risky	364	44	79	0	gain	0	0	0	865	1	1
1	76	risky	501	123	200	0	gain	0	200	0	865	1	1
1	77	risky	43	82	181	0	gain	0	181	0	552	1	1
1	78	risky	120	0	61	24	mixed	0	61	0	552	1	0
1	79	safe	2328	102	0	203	loss	0	-102	2	583	0	-1
1	80	risky	263	0	303	92	mixed	0	-92	2	583	1	0
1	81	safe	358	37	0	199	loss	0	-37	-1	611	0	-1
1	82	safe	1306	82	0	144	loss	0	-82	-1	611	0	-1
1	83	safe	101	0	218	438	mixed	0	0	0	824	0	0
1	84	risky	598	119	430	0	gain	0	430	0	824	1	1
1	85	risky	541	39	110	0	gain	0	0	0	279	1	1
1	86	risky	6345	0	103	62	mixed	0	-62	0	279	1	0
1	87	risky	208	44	143	0	gain	0	0	0	279	1	1
1	88	safe	142	81	0	398	loss	0	-81	-1	618	0	-1
1	89	safe	105	63	0	215	loss	0	-63	-1	618	0	-1
1	90	safe	1436	0	218	263	mixed	0	0	-1	618	0	0
1	91	safe	1136	43	0	108	loss	0	-43	-1	579	0	-1
1	92	safe	229	79	0	202	loss	0	-79	-1	579	0	-1
1	93	safe	595	97	0	318	loss	0	-97	0	1311	0	-1
1	94	safe	5488	0	158	191	mixed	0	0	0	1311	0	0
1	95	safe	1038	56	0	302	loss	0	-56	0	1311	0	-1
1	96	safe	124	103	0	364	loss	0	-103	-1	1420	0	-1
1	97	safe	788	117	0	293	loss	0	-117	-1	1420	0	-1
1	98	safe	270	0	301	59	mixed	0	0	-1	1420	0	0
1	99	risky	348	99	248	0	gain	0	248	0	476	1	1
1	100	risky	2651	0	163	45	mixed	0	-45	0	476	1	0
1	101	safe	84	42	0	172	loss	0	-42	-1	1537	0	-1
1	102	safe	40	0	156	243	mixed	0	0	-1	1537	0	0
1	103	risky	204	0	157	101	mixed	0	157	-1	1537	1	0
1	104	risky	24	57	133	0	gain	0	133	0	5156	1	1
1	105	safe	3897	99	417	0	gain	0	99	0	5156	0	1
1	106	safe	3165	78	130	0	gain	0	78	0	5156	0	1
1	107	risky	157	83	202	0	gain	0	0	1	595	1	1
1	108	risky	628	39	123	0	gain	0	0	1	595	1	1
1	109	safe	225	0	102	78	mixed	0	0	1	595	0	0
1	110	safe	512	61	0	252	loss	0	-61	-2	700	0	-1
1	111	safe	185	118	0	219	loss	0	-118	-2	700	0	-1
1	112	risky	381	56	303	0	gain	0	303	-2	700	1	1
1	113	risky	410	83	157	0	gain	0	157	-1	1091	1	1
1	114	risky	1205	0	303	124	mixed	0	303	-1	1091	1	0
1	115	risky	2050	98	0	166	loss	0	-166	-1	1091	1	-1
1	116	risky	171	0	159	61	mixed	0	159	0	258	1	0
1	117	safe	147	0	162	161	mixed	0	0	0	258	0	0
1	118	safe	410	0	216	334	mixed	0	0	0	258	0	0
1	119	safe	372	61	0	185	loss	0	-61	0	2066	0	-1
1	120	safe	1952	62	103	0	gain	0	62	0	2066	0	1
1	121	safe	516	117	0	503	loss	0	-117	0	2621	0	-1
1	122	safe	479	0	296	604	mixed	0	0	0	2621	0	0
1	123	risky	154	119	335	0	gain	0	0	-1	557	1	1
1	124	safe	3132	0	64	92	mixed	0	0	-1	557	0	0
1	125	risky	266	0	224	65	mixed	0	224	-1	557	1	0
1	126	risky	4022	116	240	0	gain	1	240	0	1164	1	1
1	127	risky	123	56	166	0	gain	0	0	0	1164	1	1
1	128	safe	499	39	71	0	gain	0	39	0	1164	0	1
1	129	risky	611	44	101	0	gain	0	101	-1	1045	1	1
1	130	safe	267	0	104	97	mixed	0	0	-1	1045	0	0
1	131	safe	423	39	0	100	loss	0	-39	-1	1045	0	-1
1	132	risky	129	0	219	40	mixed	0	-40	-1	626	1	0
1	133	safe	903	122	0	339	loss	0	-122	-1	626	0	-1
1	134	safe	771	0	58	73	mixed	0	0	-1	442	0	0
1	135	risky	1178	101	497	0	gain	0	497	-1	442	1	1
1	136	safe	156	123	0	239	loss	0	-123	-1	442	0	-1
1	137	risky	50	123	601	0	gain	0	0	1	826	1	1
1	138	risky	4906	83	291	0	gain	0	291	1	826	1	1
1	139	risky	11109	0	156	31	mixed	0	-31	1	826	1	0
1	140	risky	795	121	504	0	gain	0	0	-1	651	1	1
1	141	risky	715	40	0	68	loss	0	0	-1	651	1	-1
1	142	safe	449	43	0	126	loss	0	-43	-1	651	0	-1
1	143	risky	13105	0	222	84	mixed	0	-84	0	5028	1	0
1	144	safe	188	0	158	318	mixed	0	0	0	5028	0	0
1	145	risky	2599	61	111	0	gain	0	111	0	5028	1	1
1	146	risky	546	59	124	0	gain	0	124	0	816	1	1
1	147	safe	405	0	220	223	mixed	0	0	0	816	0	0
1	148	safe	787	61	0	172	loss	0	-61	0	816	0	-1
1	149	safe	742	124	0	263	loss	0	-124	-1	1037	0	-1
1	150	risky	786	103	280	0	gain	0	280	-1	1037	1	1
2	1	risky	923	64	113	0	gain	0	113	1	4009	1	1
2	2	safe	854	44	0	75	loss	0	-44	1	4009	0	-1
2	3	safe	1204	0	220	440	mixed	0	0	1	4009	0	0
